TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM
TE_19784	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19785	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19786	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19787	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19788	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19789	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19790	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19791	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19792	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19793	0	0	0	1	0	0	1	1	0	0	0	0	1	1
TE_19794	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19795	0	0	0	1	1	1	1	1	0	0	1	0	0	0
TE_19796	0	0	0	1	0	1	1	0	0	0	0	1	1	0
TE_19797	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19798	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19799	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19800	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19801	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19802	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19803	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19804	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19805	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19806	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19807	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19808	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19809	0	0	0	1	1	0	0	0	0	0	0	1	1	1
TE_19810	0	0	0	1	1	1	1	1	1	1	1	0	0	1
TE_19811	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19812	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19813	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19814	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19815	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_19816	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19817	0	0	0	1	0	0	0	0	0	0	1	1	0	0
TE_19818	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19819	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19820	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19821	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19822	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19823	0	0	0	1	1	0	1	1	1	1	0	1	1	1
TE_19824	0	0	0	1	1	0	1	1	0	1	1	1	0	1
TE_19825	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_19826	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TE_19827	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19828	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19829	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19830	0	0	0	1	1	1	1	1	0	0	0	1	1	0
TE_19831	0	0	0	1	0	1	1	0	1	1	1	0	0	1
TE_19832	0	0	0	1	0	1	0	0	0	0	1	0	0	0
TE_19833	0	0	0	1	0	1	1	0	1	0	1	0	0	0
TE_19834	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19835	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19836	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19837	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19838	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19839	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19840	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19841	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19842	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19843	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19844	0	0	0	1	1	1	0	0	0	0	0	0	0	0
TE_19845	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19846	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19847	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19848	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19849	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19850	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_19851	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19852	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TE_19853	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19854	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19855	0	0	0	1	0	1	1	1	1	0	1	1	1	1
TE_19856	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19857	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19858	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19859	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19860	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_19861	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19862	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19863	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19864	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19865	0	0	0	1	0	0	0	0	0	0	1	1	0	0
TE_19866	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19867	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_19868	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19869	0	0	0	1	0	0	0	0	1	0	0	0	0	1
TE_19870	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_19871	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19872	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19873	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19874	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19875	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19876	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19877	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19878	0	0	0	1	1	1	0	1	0	0	0	0	0	0
TE_19879	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19880	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19881	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19882	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_19883	0	0	0	1	1	1	1	1	1	1	1	1	1	1
TE_19884	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19885	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19886	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19887	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19888	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19889	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19890	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_19891	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19892	0	0	0	1	0	0	0	0	1	0	0	0	0	1
TE_19893	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19894	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19895	0	0	0	1	0	0	1	0	0	0	1	0	0	0
TE_19896	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19897	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19898	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19899	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19900	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19901	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19902	0	0	0	1	1	0	0	0	0	0	1	0	0	0
TE_19903	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_19904	0	0	0	1	1	0	0	0	0	1	1	0	0	0
TE_19905	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19906	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19907	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19908	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_19909	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_19910	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_19911	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19912	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_19913	0	0	0	1	0	0	1	0	1	0	0	0	0	0
TE_19914	0	0	0	1	1	0	0	1	0	1	1	1	1	1
TE_19915	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19916	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19917	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19918	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19919	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19920	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19921	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19922	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_19923	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19924	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19925	0	0	0	1	0	0	0	0	0	1	1	1	0	0
TE_19926	0	0	0	1	1	1	1	1	1	1	1	0	0	0
TE_19927	0	0	0	1	1	1	1	1	1	1	1	0	0	0
TE_19928	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19929	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19930	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TE_19931	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_19932	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19933	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19934	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_19935	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19936	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19937	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19938	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19939	0	0	0	1	0	1	1	1	0	0	0	1	0	1
TE_19940	0	0	0	1	0	0	1	1	1	0	0	0	0	0
TE_19941	0	0	0	1	0	0	0	1	0	1	0	0	0	1
TE_19942	0	0	0	1	1	1	0	0	0	1	1	1	1	1
TE_19943	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_19944	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19945	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19946	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19947	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19948	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19949	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19950	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19951	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19952	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19953	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19954	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19955	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19956	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19957	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TE_19958	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19959	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19960	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_19961	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19962	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19963	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19964	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19965	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19966	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19967	0	0	0	1	1	0	0	0	0	0	0	0	1	0
TE_19968	0	0	0	1	0	1	0	0	1	0	1	0	0	0
TE_19969	0	0	0	1	0	0	1	0	1	0	1	1	1	1
TE_19970	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19971	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19972	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19973	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19974	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19975	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19976	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19977	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19978	0	0	0	1	0	0	0	0	0	0	1	1	0	1
TE_19979	0	0	0	1	0	0	1	1	1	1	0	0	1	0
TE_19980	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19981	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19982	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19983	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19984	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19985	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19986	0	0	0	1	1	0	0	0	0	1	0	0	0	1
TE_19987	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TE_19988	0	0	0	1	0	0	1	0	0	0	1	1	1	0
TE_19989	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_19990	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19991	0	0	0	1	0	0	0	0	0	1	1	0	0	0
TE_19992	0	0	0	1	0	0	1	1	0	0	1	0	0	0
TE_19993	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19994	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19995	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19996	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_19997	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_19998	0	0	0	1	1	0	1	1	1	1	1	1	0	1
TE_19999	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20000	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20001	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20002	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20003	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20004	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20005	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20006	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20007	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20008	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20009	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20010	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20011	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20012	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20013	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20014	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20015	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_20016	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20017	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20018	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20019	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20020	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20021	0	0	0	1	0	0	1	0	1	0	0	0	0	0
TE_20022	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20023	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20024	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20025	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20026	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20027	0	0	0	1	1	1	0	0	0	0	1	1	1	1
TE_20028	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20029	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20030	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20031	0	0	0	1	1	0	0	0	0	0	1	1	1	1
TE_20032	0	0	0	1	0	0	1	0	0	0	1	1	1	0
TE_20033	0	0	0	1	1	1	0	0	0	0	1	0	0	0
TE_20034	0	0	0	1	0	0	0	1	0	0	0	0	0	0
TE_20035	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20036	0	0	0	1	1	1	0	1	0	1	1	1	0	0
TE_20037	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20038	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20039	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20040	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20041	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20042	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20043	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20044	0	0	0	1	1	0	1	1	1	1	0	0	0	1
TE_20045	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20046	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20047	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20048	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20049	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20050	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20051	0	0	0	1	1	0	0	1	0	0	1	1	1	1
TE_20052	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20053	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20054	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20055	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20056	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20057	0	0	0	1	0	0	1	0	1	1	0	1	0	1
TE_20058	0	0	0	1	0	1	0	0	1	0	1	0	0	1
TE_20059	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TE_20060	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TE_20061	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20062	0	0	0	1	0	0	1	0	1	0	1	0	0	1
TE_20063	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20064	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20065	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20066	0	0	0	1	0	0	0	0	0	0	1	0	0	0
TE_20067	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20068	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20069	0	0	0	1	1	0	0	0	0	0	0	1	0	0
TE_20070	0	0	0	1	1	1	0	0	0	0	0	0	0	1
TE_20071	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20072	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20073	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20074	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20075	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20076	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_20077	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20078	0	0	0	1	0	0	0	1	1	1	0	0	0	1
TE_20079	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20080	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20081	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20082	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20083	0	0	0	1	0	1	0	0	0	0	1	1	1	0
TE_20084	0	0	0	1	0	1	0	0	0	0	1	1	0	1
TE_20085	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20086	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20087	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20088	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20089	0	0	0	1	0	1	1	0	0	1	0	0	0	0
TE_20090	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20091	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20092	0	0	0	1	1	0	1	1	1	0	1	0	0	1
TE_20093	0	0	0	1	0	0	0	1	0	1	0	0	0	0
TE_20094	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20095	0	0	0	1	0	0	0	1	1	1	1	0	0	0
TE_20096	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_20097	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20098	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20099	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20100	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20101	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20102	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20103	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20104	0	0	0	1	0	0	0	0	0	0	0	1	0	0
TE_20105	0	0	0	1	0	0	1	0	0	0	0	0	0	1
TE_20106	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_20107	0	0	0	1	1	1	1	1	1	1	0	0	0	1
TE_20108	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20109	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20110	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20111	0	0	0	1	0	0	0	0	1	0	0	1	1	0
TE_20112	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20113	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20114	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20115	0	0	0	1	0	0	0	1	0	0	0	1	0	1
TE_20116	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20117	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20118	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20119	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20120	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20121	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20122	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20123	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20124	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20125	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20126	0	0	0	1	0	1	0	1	0	0	0	0	0	0
TE_20127	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20128	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20129	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20130	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20131	0	0	0	1	0	1	0	0	0	0	0	0	0	0
TE_20132	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20133	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20134	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20135	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20136	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20137	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20138	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20139	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20140	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20141	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20142	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20143	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20144	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20145	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20146	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20147	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20148	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20149	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20150	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20151	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20152	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20153	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20154	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20155	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20156	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20157	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20158	0	0	0	1	0	1	0	0	0	0	0	1	0	0
TE_20159	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20160	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20161	0	0	0	1	0	0	0	0	0	0	0	1	0	1
TE_20162	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_20163	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20164	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20165	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20166	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20167	0	0	0	1	0	0	0	0	1	0	0	0	0	0
TE_20168	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TE_20169	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20170	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20171	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_20172	0	0	0	1	1	1	0	0	0	0	0	0	0	0
TE_20173	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20174	0	0	0	1	0	0	0	0	0	0	0	0	1	1
TE_20175	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20176	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20177	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20178	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20179	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20180	0	0	0	1	0	0	1	0	0	0	0	0	0	0
TE_20181	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20182	0	0	0	1	0	0	0	0	0	0	0	0	1	0
TE_20183	0	0	0	1	0	0	1	0	0	0	1	0	0	0
TE_20184	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20185	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20186	0	0	0	1	0	0	0	0	0	1	0	0	0	1
TE_20187	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TE_20188	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20189	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20190	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20191	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TE_20192	0	0	0	1	0	0	0	0	0	0	1	1	1	0
TE_20193	0	0	0	1	0	0	0	0	1	0	0	0	0	0
