TE	B22	COR	FIN	GIM	JUT	KIE	LUN	MUN	R177	R375	REF	SLO	TEN	TOM	Length	Family
TE_27020	0	0	0	0	0	1	1	0	1	0	1	0	1	1	37.0	INE-1
TE_27021	0	0	0	0	0	1	0	1	0	1	0	0	0	1	321.25	INE-1
TE_27022	0	0	0	0	0	1	0	1	0	0	0	1	0	1	520.5	INE-1
TE_27023	0	0	0	0	0	1	0	0	0	0	0	0	0	0	45.0	UnknownFamily
TE_27024	0	0	0	0	0	1	0	0	0	0	0	0	0	0	194.0	pogo
TE_27025	0	0	0	0	0	1	0	0	0	0	1	1	1	1	37.0	invader1
TE_27026	0	0	0	0	0	1	1	0	1	0	1	1	1	1	55.57142857142857	Cr1a
TE_27027	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5217.0	copia
TE_27028	0	0	0	0	0	1	0	0	0	0	0	0	0	0	170.0	Dvir-TART
TE_27029	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4365.0	297
TE_27030	0	0	0	0	0	1	0	0	0	0	0	0	0	0	208.0	297
TE_27031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	520.0	297
TE_27032	0	0	0	0	0	1	0	0	0	0	0	0	0	0	67.0	R1A1-element
TE_27033	0	0	0	0	0	1	0	0	0	1	0	1	1	0	142.0	Dvir-TART
TE_27034	0	0	0	0	0	1	0	0	0	0	0	1	0	0	289.0	412
TE_27035	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5519.0	412
TE_27036	0	0	0	0	0	1	0	0	0	0	0	0	0	0	224.0	rover
TE_27037	0	0	0	0	0	1	0	0	0	0	0	0	0	0	285.0	Stalker4
TE_27038	0	0	0	0	0	1	0	0	0	0	0	0	1	0	74.0	Rt1b
TE_27039	0	0	0	0	0	1	0	0	0	0	0	0	1	0	56.0	roo
TE_27040	0	0	0	0	0	1	0	0	0	0	0	0	1	0	157.0	Dvir-TART
TE_27041	0	0	0	0	0	1	0	0	0	0	0	0	1	0	141.0	Stalker4
TE_27042	0	0	0	0	0	1	0	0	1	0	1	1	0	0	59.0	springer
TE_27043	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50.0	Stalker
TE_27044	0	0	0	0	0	1	0	0	0	0	0	0	0	0	327.0	Dvir-TART
TE_27045	0	0	0	0	0	1	0	0	0	0	0	1	1	0	58.666666666666664	Doc
TE_27046	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2442.0	flea
TE_27047	0	0	0	0	0	1	0	0	0	0	0	0	0	0	114.0	Rt1b
TE_27048	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44.0	Rt1b
TE_27049	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6397.0	Quasimodo
TE_27050	0	0	0	0	0	1	0	0	0	0	0	1	0	0	152.0	flea
TE_27051	0	0	0	0	0	1	0	0	0	0	0	0	0	0	133.0	H
TE_27052	0	0	0	0	0	1	0	0	1	0	0	0	1	1	103.16666666666667	GATE
TE_27053	0	0	0	0	0	1	0	0	0	0	0	0	0	1	212.5	INE-1
TE_27054	0	0	0	0	0	1	0	0	0	0	0	0	0	1	44.0	INE-1
TE_27055	0	0	0	0	0	1	0	0	0	0	0	0	0	1	231.0	gypsy8
TE_27056	0	0	0	0	0	1	0	0	0	0	0	0	0	0	189.0	pogo
TE_27057	0	0	0	0	0	1	1	0	0	0	1	0	0	0	67.66666666666667	blood
TE_27058	0	0	0	0	0	1	1	0	0	0	0	0	0	0	63.0	roo
TE_27059	0	0	0	0	0	1	0	0	0	0	0	0	0	0	838.0	F-element
TE_27060	0	0	0	0	0	1	0	0	0	0	0	0	0	0	850.0	UnknownFamily
TE_27061	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41.0	UnknownFamily
TE_27062	0	0	0	0	0	1	0	0	0	0	0	0	0	0	328.0	transib1
TE_27063	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2676.0	transib1
TE_27064	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1525.0	H
TE_27065	0	0	0	0	0	1	0	0	0	0	0	0	0	0	56.0	gypsy12
TE_27066	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2678.0	transib1
TE_27067	0	0	0	0	0	1	0	0	0	0	0	0	0	0	329.0	transib1
TE_27068	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1397.6666666666667	INE-1
TE_27069	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5022.0	jockey
TE_27070	0	0	0	0	0	1	0	0	0	0	0	0	0	0	93.0	gypsy12
TE_27071	0	0	0	0	0	1	0	0	0	0	0	0	0	0	86.0	HMS-Beagle
TE_27072	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3241.0	accord2
TE_27073	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4470.0	F-element
TE_27074	0	0	0	0	0	1	0	0	0	0	0	0	0	0	163.0	roo
TE_27075	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4446.0	G-element
TE_27076	0	0	0	0	0	1	0	0	0	0	0	0	1	0	69.0	HeT-A
TE_27077	0	0	0	0	0	1	0	0	0	0	0	0	0	0	45.0	transib4
TE_27078	0	0	0	0	0	1	0	0	0	0	0	0	0	0	355.0	jockey
TE_27079	0	0	0	0	0	1	0	0	0	0	0	0	0	0	424.0	297
TE_27080	0	0	0	0	0	1	0	0	1	0	0	0	0	0	106.0	Rt1b
TE_27081	0	0	0	0	0	1	0	0	0	1	0	0	0	1	36.666666666666664	Doc2
TE_27082	0	0	0	0	0	1	0	0	0	0	0	0	0	0	77.0	frogger
TE_27083	0	0	0	0	0	1	0	0	0	0	0	0	0	0	218.0	Doc
TE_27084	0	0	0	0	0	1	0	0	0	0	0	0	0	0	81.0	frogger
TE_27085	0	0	0	0	0	1	0	0	0	0	0	0	0	0	66.0	FB
TE_27086	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1824.0	Tabor
TE_27087	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4604.0	Tabor
TE_27088	0	0	0	0	0	1	0	0	0	0	0	0	0	0	132.0	Tabor
TE_27089	0	0	0	0	0	1	0	0	0	0	0	0	0	0	66.0	Tabor
TE_27090	0	0	0	0	0	1	0	0	0	0	0	0	0	0	568.0	gypsy2
TE_27091	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42.0	gypsy9
TE_27092	0	0	0	0	0	1	0	0	0	0	0	1	0	0	286.0	pogo
TE_27093	0	0	0	0	0	1	0	0	0	0	0	1	1	1	249.0	INE-1
TE_27094	0	0	0	0	0	1	0	0	0	0	0	1	0	0	302.5	Tc1-2
TE_27095	0	0	0	0	0	1	0	0	0	0	0	1	0	0	181.5	Tc1-2
TE_27096	0	0	0	0	0	1	0	0	0	0	0	0	0	0	64.0	TART-A
TE_27097	0	0	0	0	0	1	0	0	0	0	0	0	0	0	67.0	gypsy3
TE_27098	0	0	0	0	0	1	1	0	1	0	1	0	0	1	54.2	Dvir-TART
TE_27099	0	0	0	0	0	1	0	0	0	0	0	0	0	0	57.0	HeT-A
TE_27100	0	0	0	0	0	1	0	0	0	0	0	0	0	0	117.0	Cr1a
TE_27101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1338.0	jockey
TE_27102	0	0	0	0	0	1	0	0	0	0	0	0	0	0	926.0	412
TE_27103	0	0	0	0	0	1	0	0	0	0	0	0	0	0	540.0	412
TE_27104	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5153.0	412
TE_27105	0	0	0	0	0	1	0	0	0	0	0	0	0	0	223.0	rover
TE_27106	0	0	0	0	0	1	0	0	0	0	0	0	0	0	310.0	412
TE_27107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	880.0	roo
TE_27108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	64.0	roo
TE_27109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	55.0	roo
TE_27110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7850.0	roo
TE_27111	0	0	0	0	0	1	0	0	0	0	0	0	0	0	68.0	Doc3
TE_27112	0	0	0	0	0	1	0	0	0	0	0	0	0	0	435.0	Stalker4
TE_27113	0	0	0	0	0	1	0	0	0	0	0	0	0	0	84.0	INE-1
TE_27114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41.0	opus
TE_27115	0	0	0	0	0	1	0	0	1	1	0	1	0	1	171.8	Dvir-TART
TE_27116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	85.0	Tc1-2
TE_27117	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2664.0	Doc
TE_27118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	168.0	H
TE_27119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	601.0	Quasimodo
TE_27120	0	0	0	0	0	1	0	0	0	0	0	0	0	0	79.0	Rt1b
TE_27121	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2158.6666666666665	Quasimodo
TE_27122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	75.0	INE-1
TE_27123	0	0	0	0	0	1	0	0	0	0	0	0	0	0	75.0	Cr1a
TE_27124	0	0	0	0	0	1	0	0	0	0	0	0	0	0	578.0	gypsy2
TE_27125	0	0	0	0	0	1	0	0	0	0	0	0	0	0	103.0	Tabor
TE_27126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4601.0	Tabor
TE_27127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	610.0	Tabor
TE_27128	0	0	0	0	0	1	0	0	0	0	0	0	0	0	575.0	Tabor
TE_27129	0	0	0	0	0	1	0	0	0	0	0	0	0	0	548.0	Cr1a
TE_27130	0	0	0	0	0	1	0	0	0	0	0	0	0	0	357.0	mdg1
TE_27131	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2673.5	roo
TE_27132	0	0	0	0	0	1	0	0	0	0	0	0	0	0	220.0	roo
TE_27133	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1143.0	mdg1
TE_27134	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4669.0	F-element
TE_27135	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3817.0	F-element
TE_27136	0	0	0	0	0	1	0	0	0	0	0	0	0	0	373.0	3S18
TE_27137	0	0	0	0	0	1	0	0	0	0	0	0	0	0	128.0	GATE
TE_27138	0	0	0	0	0	1	0	0	1	0	0	0	0	0	50.0	Dvir-TART
TE_27139	0	0	0	0	0	1	0	0	0	0	0	0	0	0	181.0	blood
TE_27140	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2724.0	blood
TE_27141	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4445.0	blood
TE_27142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	870.0	jockey
TE_27143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	941.0	Doc
TE_27144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	331.0	roo
TE_27145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40.0	UnknownFamily
TE_27146	0	0	0	0	0	1	0	0	0	0	0	0	0	0	348.0	Transpac
TE_27147	0	0	0	0	0	1	0	0	0	0	0	0	0	0	107.0	GATE
TE_27148	0	0	0	0	0	1	0	0	0	1	0	0	0	0	98.0	GATE
TE_27149	0	0	0	0	0	1	0	0	0	0	0	0	0	0	204.0	rover
TE_27150	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1455.0	412
TE_27151	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5434.0	rover
TE_27152	0	0	0	0	0	1	0	0	0	0	0	0	0	1	532.5	297
TE_27153	0	0	0	0	0	1	0	0	0	0	0	0	0	0	725.0	Rt1a
TE_27154	0	0	0	0	0	1	0	1	0	0	0	0	0	0	51.0	gypsy12
TE_27155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	850.0	P-element
TE_27156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	196.0	P-element
TE_27157	0	0	0	0	0	1	0	0	0	0	0	0	0	0	196.0	P-element
TE_27158	0	0	0	0	0	1	0	0	0	0	0	0	0	0	884.0	P-element
TE_27159	0	0	0	0	0	1	0	0	0	0	0	0	0	0	32.0	UnknownFamily
TE_27160	0	0	0	0	0	1	0	0	0	0	0	0	0	0	198.0	P-element
TE_27161	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2988.5	P-element
TE_27162	0	0	0	0	0	1	0	0	0	0	0	0	0	0	266.0	P-element
TE_27163	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7860.0	roo
TE_27164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	64.0	roo
TE_27165	0	0	0	0	0	1	0	0	0	0	0	0	0	0	994.0	roo
TE_27166	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5263.0	Transpac
TE_27167	0	0	0	0	0	1	0	0	0	0	0	0	0	0	406.0	412
TE_27168	0	0	0	0	0	1	0	0	0	0	0	0	0	0	184.0	rover
TE_27169	0	0	0	0	0	1	0	0	0	0	0	0	0	0	926.0	412
TE_27170	0	0	0	0	0	1	0	0	0	0	0	0	0	0	542.0	412
TE_27171	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5139.0	412
TE_27172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	225.0	rover
TE_27173	0	0	0	0	0	1	0	0	0	0	0	0	0	0	317.0	412
TE_27174	0	0	0	0	0	1	1	1	0	0	0	0	1	0	65.25	H
TE_27175	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1427.0	297
TE_27176	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4662.0	297
TE_27177	0	0	0	0	0	1	0	0	0	0	0	0	0	0	208.0	297
TE_27178	0	0	0	0	0	1	0	0	0	0	0	0	0	0	478.0	Bari1
TE_27179	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1162.75	roo
TE_27180	0	0	0	0	0	1	0	0	0	0	0	1	1	1	428.0	roo
TE_27181	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2429.3333333333335	Dvir-TART
TE_27182	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2974.0	Dvir-TART
TE_27183	0	0	0	0	0	1	0	0	0	0	0	0	0	0	261.0	Dvir-TART
TE_27184	0	0	0	0	0	1	0	0	0	0	0	0	0	0	132.0	Dvir-TART
TE_27185	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1224.0	Dvir-TART
TE_27186	0	0	0	0	0	1	0	0	0	0	0	0	0	0	145.0	Dvir-TART
TE_27187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	953.0	Dvir-TART
TE_27188	0	0	0	0	0	1	0	0	0	0	0	0	0	0	259.0	Dvir-TART
TE_27189	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7424.0	Dsim-ninja
TE_27190	0	0	0	0	0	1	0	0	0	0	0	0	0	0	678.0	H
TE_27191	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1981.0	Dvir-TART
TE_27192	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6087.0	copia
TE_27193	0	0	0	0	0	1	0	0	0	0	0	0	0	0	35.0	BS
TE_27194	0	0	0	0	0	1	1	1	0	0	0	0	1	0	91.75	HeT-A
TE_27195	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5154.0	Rt1a
TE_27196	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2237.0	BS
TE_27197	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1912.5	Idefix
TE_27198	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2756.0	F-element
TE_27199	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2013.0	FB
TE_27200	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7266.0	roo
TE_27201	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42.0	roo
TE_27202	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1062.0	roo
TE_27203	0	0	0	0	0	1	0	0	0	0	0	0	0	0	251.0	transib1
TE_27204	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2686.0	transib1
TE_27205	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6655.0	Rt1b
TE_27206	0	0	0	0	0	1	0	0	0	1	0	0	0	0	334.0	Quasimodo
TE_27207	0	0	0	0	0	1	0	0	0	0	0	0	0	1	51.0	flea
TE_27208	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3037.0	transib1
TE_27209	0	0	0	0	0	1	0	0	0	0	0	0	0	0	345.0	R1A1-element
TE_27210	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1133.0	1360
TE_27211	0	0	0	0	0	1	0	0	0	0	0	0	0	0	92.0	HMS-Beagle2
TE_27212	0	0	0	0	0	1	0	0	0	0	0	0	0	0	312.0	jockey
TE_27213	0	0	0	0	0	1	1	0	0	0	0	0	0	0	88.0	INE-1
TE_27214	0	0	0	0	0	1	0	0	0	0	0	0	0	0	467.0	roo
TE_27215	0	0	0	0	0	1	0	0	0	0	0	0	1	0	43.5	Porto1
TE_27216	0	0	0	0	0	1	1	0	0	0	0	1	0	0	3050.0	S-element
TE_27217	0	0	0	0	0	1	0	0	0	0	0	0	0	0	862.0	Doc3
TE_27218	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2910.0	S-element
TE_27219	0	0	0	0	0	1	0	0	0	0	0	0	0	0	56.0	opus
TE_27220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6175.0	opus
TE_27221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	371.0	3S18
TE_27222	0	0	0	0	0	1	0	0	0	0	0	0	0	0	595.0	UnknownFamily
TE_27223	0	0	0	0	0	1	0	0	0	0	0	0	0	0	79.0	UnknownFamily
TE_27224	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1155.0	roo
TE_27225	0	0	0	0	0	1	0	0	0	0	0	0	0	0	55.0	roo
TE_27226	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7848.0	roo
TE_27227	0	0	0	0	0	1	0	0	0	0	0	0	0	0	70.0	HB
TE_27228	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1140.0	mdg1
TE_27229	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5588.0	roo
TE_27230	0	0	0	0	0	1	0	0	0	0	0	0	0	0	360.0	mdg1
TE_27231	0	0	0	0	0	1	0	0	0	0	0	0	0	0	87.0	roo
TE_27232	0	0	0	0	0	1	0	0	0	0	0	0	0	0	93.0	roo
TE_27233	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2674.0	transib1
TE_27234	0	0	0	0	0	1	0	0	0	0	0	0	0	0	328.0	transib1
TE_27235	0	0	0	0	0	1	0	0	0	0	0	0	0	0	117.0	gypsy4
TE_27236	0	0	0	0	0	1	0	0	0	0	0	0	0	0	656.0	UnknownFamily
TE_27237	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3036.0	transib1
TE_27238	0	0	0	0	0	1	0	0	0	0	0	0	0	0	351.0	jockey
TE_27239	0	0	0	0	0	1	0	0	0	0	0	0	0	0	497.0	gypsy10
TE_27240	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1210.0	Tirant
TE_27241	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3782.0	Tirant
TE_27242	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1242.3333333333333	Dm88
TE_27243	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1351.0	Dm88
TE_27244	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1590.0	Dm88
TE_27245	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2380.5	Dm88
TE_27246	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2377.5	Dm88
TE_27247	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1592.0	Dm88
TE_27248	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1619.0	Tabor
TE_27249	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8576.0	roo
TE_27250	0	0	0	0	0	1	0	0	0	0	0	0	0	0	618.0	Tabor
TE_27251	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4603.0	Tabor
TE_27252	0	0	0	0	0	1	0	0	0	0	0	0	0	0	95.0	Tabor
TE_27253	0	0	0	0	0	1	0	0	0	0	0	0	0	0	580.0	gypsy2
TE_27254	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4324.0	F-element
TE_27255	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1447.0	UnknownFamily
TE_27256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	155.0	INE-1
TE_27257	0	0	0	0	0	1	0	0	0	0	0	0	0	0	53.0	Quasimodo
TE_27258	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6651.0	Rt1b
TE_27259	0	0	0	0	0	1	0	0	0	0	0	0	0	0	627.0	Quasimodo
TE_27260	0	0	0	0	0	1	0	0	0	0	1	0	0	0	29.0	invader1
TE_27261	0	0	0	0	0	1	0	0	0	1	0	0	0	0	38.0	X-element
TE_27262	0	0	0	0	0	1	0	0	0	0	0	0	0	0	602.0	flea
TE_27263	0	0	0	0	0	1	0	0	0	0	0	0	0	0	49.0	Rt1b
TE_27264	0	0	0	0	0	1	0	0	0	0	0	0	0	0	185.0	rover
TE_27265	0	0	0	0	0	1	0	0	0	0	0	0	0	0	924.0	412
TE_27266	0	0	0	0	0	1	0	0	0	0	0	0	0	0	538.0	412
TE_27267	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5140.0	412
TE_27268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	224.0	rover
TE_27269	0	0	0	0	0	1	0	0	0	0	0	0	0	0	289.0	412
TE_27270	0	0	0	0	0	1	0	0	0	0	1	0	0	1	84.0	roo
TE_27271	0	0	0	0	0	1	0	0	0	1	0	0	1	0	86.33333333333333	diver2
TE_27272	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1688.5	H
TE_27273	0	0	0	0	0	1	0	0	0	0	0	0	0	0	544.0	H
TE_27274	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41.0	Circe
TE_27275	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3791.5	Ivk
TE_27276	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1540.0	Ivk
TE_27277	0	0	0	0	0	1	0	0	0	0	0	0	0	0	348.0	roo
TE_27278	0	0	0	0	0	1	0	0	0	1	0	0	0	0	150.5	hopper
TE_27279	0	0	0	0	0	1	0	0	0	1	0	0	0	0	514.5	hopper
TE_27280	0	0	0	0	0	1	0	0	0	1	0	0	0	0	676.0	hopper
TE_27281	0	0	0	0	0	1	0	0	0	1	0	0	0	0	34.0	HMS-Beagle
TE_27282	0	0	0	0	0	1	0	0	0	1	0	0	0	0	82.0	G4
TE_27283	0	0	0	0	0	1	0	0	0	1	0	0	0	0	56.0	G5
TE_27284	0	0	0	0	0	1	0	1	0	0	1	0	0	0	75.0	Doc3
TE_27285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	72.0	opus
TE_27286	0	0	0	0	0	1	0	1	0	0	0	0	0	0	215.5	opus
TE_27287	0	0	0	0	0	1	0	1	1	0	0	0	0	0	587.3333333333334	hopper
TE_27288	0	0	0	0	0	1	0	0	1	0	0	0	0	0	549.5	hopper
TE_27289	0	0	0	0	0	1	0	0	1	0	0	0	0	0	674.0	hopper
TE_27290	0	0	0	0	0	1	0	1	1	0	0	0	0	0	136.33333333333334	Cr1a
TE_27291	0	0	0	0	0	1	0	0	0	0	0	0	0	0	199.0	UnknownFamily
TE_27292	0	0	0	0	0	1	0	0	0	0	0	0	0	0	201.0	pogo
TE_27293	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2193.0	297
TE_27294	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1426.0	297
TE_27295	0	0	0	0	0	1	0	0	0	0	0	0	1	0	126.0	G5A
TE_27296	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1427.0	297
TE_27297	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2762.0	297
TE_27298	0	0	0	0	0	1	0	0	0	0	0	0	0	0	208.0	297
TE_27299	0	0	0	0	0	1	0	0	0	0	0	0	0	0	478.0	Bari1
TE_27300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	46.0	GATE
TE_27301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	55.0	Porto1
TE_27302	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4733.0	Doc
TE_27303	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59.0	ZAM
TE_27304	0	0	0	0	0	1	0	0	0	0	0	0	0	0	89.0	gypsy12
TE_27305	0	0	0	0	0	1	0	0	0	0	0	0	0	0	66.0	Dvir-TART
TE_27306	0	0	0	0	0	1	0	0	1	0	0	0	0	0	42.0	INE-1
TE_27307	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4707.0	flea
TE_27308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	92.0	Juan
TE_27309	0	0	0	0	0	1	1	1	0	0	0	1	0	0	73.5	UnknownFamily
TE_27310	0	0	0	0	0	1	0	0	0	1	0	0	0	0	105.0	Idefix
TE_27311	0	0	0	0	0	1	0	0	0	0	0	0	0	0	88.0	INE-1
TE_27312	0	0	0	0	0	1	1	0	0	1	0	1	1	1	74.0	1360
TE_27313	0	0	0	0	0	1	1	0	0	0	0	0	0	0	36.5	UnknownFamily
TE_27314	0	0	0	0	0	1	0	0	1	1	0	1	0	1	60.0	UnknownFamily
TE_27315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7857.0	roo
TE_27316	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42.0	roo
TE_27317	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1078.0	rover
TE_27318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	76.0	gypsy6
TE_27319	0	0	0	0	0	1	0	0	0	0	0	0	0	0	59.0	Idefix
TE_27320	0	0	0	0	0	1	0	0	0	0	0	0	0	0	523.0	roo
TE_27321	0	0	0	0	0	1	0	0	0	0	0	0	0	0	38.0	roo
TE_27322	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7851.0	roo
TE_27323	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4653.5	F-element
TE_27324	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2285.0	Doc
TE_27325	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4672.0	F-element
TE_27326	0	0	0	0	0	1	1	1	0	0	0	0	0	0	151.0	Quasimodo
TE_27327	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4673.0	F-element
TE_27328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	666.0	Stalker4
TE_27329	0	0	0	0	0	1	0	0	0	0	0	0	0	1	75.5	S2
TE_27330	0	0	0	0	0	1	0	0	0	0	0	0	0	0	281.0	pogo
TE_27331	0	0	0	0	0	1	0	0	0	0	0	0	0	0	884.0	pogo
TE_27332	0	0	0	0	0	1	0	0	0	0	0	0	0	0	172.0	pogo
TE_27333	0	0	0	0	0	1	0	0	0	0	0	0	0	0	64.0	Max-element
TE_27334	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2861.0	Doc
TE_27335	0	0	0	0	0	1	0	0	1	0	0	0	0	0	48.0	UnknownFamily
TE_27336	0	0	0	0	0	1	0	0	0	0	0	0	0	1	78.5	GATE
TE_27337	0	0	0	0	0	1	0	1	1	1	1	1	1	1	86.75	baggins
TE_27338	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3047.0	transib1
TE_27339	0	0	0	0	0	1	0	0	0	0	0	0	0	0	94.0	opus
TE_27340	0	0	0	0	0	1	0	0	0	0	0	0	0	0	474.0	Burdock
TE_27341	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2077.0	Burdock
TE_27342	0	0	0	0	0	1	0	0	0	0	0	0	0	0	79.0	BS
TE_27343	0	0	0	0	0	1	0	1	0	0	0	0	0	0	151.5	Doc3
